LinINum,LinFMan,LinFecIni,LinFecFin,LinIBlo,LinFManTip,LinNom,LinBarA,LinBarB,LinFOpe,LinPotMaxA->B,LinPotMaxB->A,LinFMax,LinFN-1,LinPotN-1A->B,LinPotN-1B->A,LinVolt,LinR,LinX,LinDisEne,LinVI,LinCOMA,LinFCC
1,T,*,MesDic-2023,*,F,Los Changos 500->Cumbre 500 I,*,*,*,*,*,*,*,*,*,*,*,35.92203398,*,*,*,*
2,T,*,MesDic-2023,*,F,Los Changos 500->Cumbre 500 II,*,*,*,*,*,*,*,*,*,*,*,35.92203398,*,*,*,*
3,T,MesEne-2024,MesAbr-2029,*,F,Los Changos 500->Parinas 500 I,*,*,*,*,*,*,*,*,*,*,*,30.15274575,*,*,*,*
4,T,MesEne-2024,MesAbr-2029,*,F,Los Changos 500->Parinas 500 II,*,*,*,*,*,*,*,*,*,*,*,30.15274575,*,*,*,*
5,F,MesAbr-2027,MesAbr-2029,*,F,Los Changos 500->Parinas 500 III,*,*,*,*,*,*,*,*,*,*,*,30.15274575,*,*,*,*
6,F,MesAbr-2027,MesAbr-2029,*,F,Los Changos 500->Parinas 500 IV,*,*,*,*,*,*,*,*,*,*,*,30.15274575,*,*,*,*
7,T,MesEne-2024,MesAbr-2029,*,F,Parinas 500->Cumbre 500 I,*,*,*,*,*,*,*,*,*,*,*,7.2841644,*,*,*,*
8,T,MesEne-2024,MesAbr-2029,*,F,Parinas 500->Cumbre 500 II,*,*,*,*,*,*,*,*,*,*,*,7.2841644,*,*,*,*
9,F,MesAbr-2027,MesAbr-2029,*,F,Parinas 500->Cumbre 500 III,*,*,*,*,*,*,*,*,*,*,*,7.2841644,*,*,*,*
10,F,MesAbr-2027,MesAbr-2029,*,F,Parinas 500->Cumbre 500 IV,*,*,*,*,*,*,*,*,*,*,*,7.2841644,*,*,*,*
11,T,*,MesAbr-2029,*,F,Cumbre 500->Nueva Cardones 500 I,*,*,*,*,*,*,*,*,*,*,*,22.050691,*,*,*,*
12,T,*,MesAbr-2029,*,F,Cumbre 500->Nueva Cardones 500 II,*,*,*,*,*,*,*,*,*,*,*,22.050691,*,*,*,*
13,F,MesAbr-2027,MesAbr-2029,*,F,Cumbre 500->Nueva Cardones 500 III,*,*,*,*,*,*,*,*,*,*,*,22.050691,*,*,*,*
14,F,MesAbr-2027,MesAbr-2029,*,F,Cumbre 500->Nueva Cardones 500 IV,*,*,*,*,*,*,*,*,*,*,*,22.050691,*,*,*,*
15,T,*,*,*,F,Nueva Maitencillo Aux 500->Nueva Pan de Azucar 500 I,*,*,*,*,*,*,*,*,*,*,*,25.5059212,*,*,*,*
16,T,*,*,*,F,Nueva Maitencillo Aux 500->Nueva Pan de Azucar 500 II,*,*,*,*,*,*,*,*,*,*,*,25.5059212,*,*,*,*
17,T,*,*,*,F,Nueva Pan de Azucar Aux 500->Polpaico 500 A,*,*,*,*,*,*,*,*,*,*,*,50.42185741,*,*,*,*
18,T,*,*,*,F,Nueva Pan de Azucar Aux 500->Polpaico 500 B,*,*,*,*,*,*,*,*,*,*,*,50.42185741,*,*,*,*
19,T,*,*,*,F,Ancoa Aux 500->Alto Jahuel 500 I,*,*,*,*,*,*,*,*,*,*,*,35.57123388,*,*,*,*
20,T,*,*,*,F,Ancoa Aux 500->Alto Jahuel 500 II,*,*,*,*,*,*,*,*,*,*,*,30.15996907,*,*,*,*
21,T,*,*,*,F,Ancoa Aux 500->Alto Jahuel 500 III,*,*,*,*,*,*,*,*,*,*,*,35.31203702,*,*,*,*
22,T,*,*,*,F,Ancoa Aux 500->Alto Jahuel 500 IV,*,*,*,*,*,*,*,*,*,*,*,35.31203702,*,*,*,*
23,T,*,*,*,F,Charrua Aux 500->Ancoa 500 I,*,*,*,*,*,*,*,*,*,*,*,30.79113266,*,*,*,*
24,T,*,*,*,F,Charrua Aux 500->Ancoa 500 II,*,*,*,*,*,*,*,*,*,*,*,30.809535,*,*,*,*
25,T,*,*,*,F,Charrua Aux 500->Ancoa Aux S 500 III,*,*,*,*,*,*,*,*,*,*,*,30.72345393,*,*,*,*
26,T,*,*,*,F,Charrua Aux 500->Ancoa Aux S 500 IV,*,*,*,*,*,*,*,*,*,*,*,30.72345393,*,*,*,*
27,T,*,*,*,F,Nueva Charrua Aux N 500->Ancoa Aux S 500 I,*,*,*,*,*,*,*,*,*,*,*,25.78338266,*,*,*,*
28,T,*,*,*,F,Nueva Charrua Aux N 500->Ancoa Aux S 500 II,*,*,*,*,*,*,*,*,*,*,*,25.844685,*,*,*,*
29,T,*,*,*,F,Colbun Aux 220->Candelaria 220 I,*,*,*,*,*,*,*,*,*,*,*,26.81,*,*,*,*
30,T,*,*,*,F,Colbun Aux 220->Candelaria 220 II,*,*,*,*,*,*,*,*,*,*,*,26.81,*,*,*,*
31,T,*,*,*,F,Puente Negro 220->Colbun 220 I,*,*,*,*,*,*,*,*,*,*,*,27.71328,*,*,*,*
32,T,*,*,*,F,Puente Negro 220->Colbun 220 II,*,*,*,*,*,*,*,*,*,*,*,27.71328,*,*,*,*
33,T,MesAbr-2022,*,*,F,Punta Colorada 220->Pan de Azucar Aux 220 I,*,*,F,*,*,*,*,*,*,*,*,*,*,*,*,*
34,T,MesAbr-2022,*,*,F,Punta Colorada 220->Pan de Azucar Aux 220 II,*,*,F,*,*,*,*,*,*,*,*,*,*,*,*,*
35,T,MesEne-2024,*,*,F,La Cebada 220->Punta Sierra Aux 220,*,*,F,*,*,*,*,*,*,*,*,*,*,*,*,*
36,T,MesEne-2024,*,*,F,Monte Redondo 220->Punta Sierra Aux 220,*,*,F,*,*,*,*,*,*,*,*,*,*,*,*,*
37,F,MesJul-2021,*,*,F,Pichirropulli Aux S 220->Rahue Aux N 220 I,*,*,F,*,*,*,*,*,*,*,*,*,*,*,*,*
38,F,MesJul-2021,*,*,F,Pichirropulli Aux S 220->Tap Pichirrahue 220 II,*,*,F,*,*,*,*,*,*,*,*,*,*,*,*,*
39,T,MesOct-2023,*,*,F,Parral 066->Tap Off Paso Hondo 066,*,*,F,*,*,*,*,*,*,*,*,*,*,*,*,*
40,T,MesNov-2024,*,*,F,Talca 2 066->La Palma 066 I,*,*,F,*,*,*,*,*,*,*,*,*,*,*,*,*
41,T,MesSep-2025,*,*,F,San Vicente TT B 066->Las Cabras 066,*,*,F,*,*,*,*,*,*,*,*,*,*,*,*,*
42,T,MesAbr-2022,*,*,F,Don Hector A 220->Don Hector B 220,*,*,F,*,*,*,*,*,*,*,*,*,*,*,*,*
43,T,MesJul-2018,*,*,F,Nueva Charrua 500->Nueva Charrua Aux N 500,*,*,*,*,*,*,*,2085,2085,*,*,*,*,*,*,*
44,F,MesMay-2018,*,*,F,Pichirropulli Aux 220->Pichirropulli 220,*,*,*,*,*,*,F,*,*,*,*,*,*,*,*,*
45,T,MesAbr-2019,MesMay-2030,*,F,Nueva Valdivia 220->Pichirropulli Aux 220 I,*,*,*,*,*,*,*,97,97,*,*,*,*,*,*,*
46,T,MesAbr-2019,MesMay-2030,*,F,Nueva Valdivia 220->Pichirropulli Aux 220 II,*,*,*,*,*,*,*,107.6,107.6,*,*,*,*,*,*,*
47,T,MesJun-2030,*,*,F,Nueva Valdivia 220->Pichirropulli Aux 220 I,*,*,*,*,*,*,*,105.6,105.6,*,*,*,*,*,*,*
48,T,MesJun-2030,*,*,F,Nueva Valdivia 220->Pichirropulli Aux 220 II,*,*,*,*,*,*,*,116.7,116.7,*,*,*,*,*,*,*
49,T,*,*,*,F,Los Vilos Aux 220->Los Vilos 220,*,*,*,*,*,*,*,280,280,*,*,*,*,*,*,*
50,T,*,*,*,F,Nogales Aux 220->Nogales 220,*,*,*,*,*,*,*,295,295,*,*,*,*,*,*,*
51,T,MesAgo-2028,*,*,F,Quillota Aux S 220->Quillota 220,*,*,*,*,*,*,*,290,290,*,*,*,*,*,*,*
52,T,MesEne-2016,*,*,F,Ancoa 500->Ancoa Aux 500 III,*,*,*,*,*,*,*,2765,2765,*,*,*,*,*,*,*
53,T,MesMay-2025,*,*,F,(Ei1) Tap Hospital-San Francisco de Mostazal 066->San Francisco de Mostazal 066,*,*,F,*,*,*,*,*,*,*,*,*,*,*,*,*
54,F,MesOct-2027,*,*,F,Nueva Pan de Azucar Aux 500->Nogales Aux N 500 I,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
55,F,MesOct-2050,*,*,F,Nueva Pan de Azucar Aux 500->Nogales Aux N 500 II,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
56,T,MesMay-2029,*,*,F,Cumbre 500->Nueva Cardones 500 V,*,*,*,*,*,*,*,*,*,*,*,22.050691,*,*,*,*
57,T,MesMay-2029,*,*,F,Cumbre 500->Nueva Cardones 500 VI,*,*,*,*,*,*,*,*,*,*,*,22.050691,*,*,*,*
58,T,MesMay-2029,*,*,F,Parinas 500->Cumbre 500 V,*,*,*,*,*,*,*,*,*,*,*,7.2841644,*,*,*,*
59,T,MesMay-2029,*,*,F,Parinas 500->Cumbre 500 VI,*,*,*,*,*,*,*,*,*,*,*,7.2841644,*,*,*,*
60,T,MesMay-2029,*,*,F,Los Changos 500->Parinas 500 V,*,*,*,*,*,*,*,*,*,*,*,30.15274575,*,*,*,*
61,T,MesMay-2029,*,*,F,Los Changos 500->Parinas 500 VI,*,*,*,*,*,*,*,*,*,*,*,30.15274575,*,*,*,*
62,T,*,*,*,F,Salta 345->Andes 345,*,*,*,*,*,*,*,*,*,*,*,84.8462,*,*,*,*
63,T,MesEne-2028,*,*,F,Laberinto Aux 2 220->El Cobre 220,*,*,*,*,*,F,F,*,*,*,*,*,*,*,*,*
64,T,MesEne-2028,*,*,F,Laberinto Aux 2 220->Laberinto 220,*,*,*,*,*,F,F,*,*,*,*,*,*,*,*,*
65,T,MesJun-2027,*,*,F,Kimal 500->Lagunas 500 I,*,*,*,*,*,*,*,*,*,*,*,20.14730151,*,*,*,*
66,T,MesJun-2027,*,*,F,Kimal 500->Lagunas 500 II,*,*,*,*,*,*,*,*,*,*,*,20.14730151,*,*,*,*
67,T,MesSep-2024,MesOct-2026,*,F,Licanco 066->Enlace Imperial 066,*,*,*,22.91191712,22.91191712,*,*,22.91191712,22.91191712,*,*,*,*,*,*,*
68,T,MesEne-2017,*,*,F,Valdivia Aux N 220->Valdivia 220,*,*,*,*,*,*,F,*,*,*,*,*,*,*,*,*
69,F,MesEne-2022,*,*,F,Nueva Cardones 500->Nueva Cardones Aux 500,*,*,*,*,*,*,*,2140,2140,*,*,*,*,*,*,*
70,F,MesEne-2022,*,*,F,Nueva Cardones Aux 500->Nueva Maitencillo 500 I,*,*,*,*,*,*,*,2356,2356,*,*,*,*,*,*,*
71,F,MesEne-2022,*,*,F,Nueva Cardones Aux 500->Nueva Maitencillo 500 II,*,*,*,*,*,*,*,2356,2356,*,*,*,*,*,*,*
72,F,MesEne-2022,*,*,F,Nueva Maitencillo 500->Nueva Maitencillo Aux 500,*,*,*,*,*,*,*,2356,2356,*,*,*,*,*,*,*
73,F,MesEne-2022,*,*,F,Nueva Pan de Azucar 500->Nueva Pan de Azucar Aux 500,*,*,*,*,*,*,*,2210,2210,*,*,*,*,*,*,*
74,T,MesOct-2024,MesMar-*,*,T,Polpaico 500->Polpaico 500 Aux,*,*,*,*,*,*,*,1663,1663,*,*,*,*,*,*,*
75,T,MesOct-2024,MesMar-*,*,T,Polpaico 500 Aux->Lo Aguirre 500 Aux A,*,*,*,*,*,*,*,1663,1663,*,*,*,*,*,*,*
76,T,MesOct-2024,MesMar-*,*,T,Polpaico 500 Aux->Lo Aguirre 500 Aux B,*,*,*,*,*,*,*,1663,1663,*,*,*,*,*,*,*
77,T,MesOct-2024,MesMar-*,*,T,Lo Aguirre 500 Aux->Lo Aguirre 500,*,*,*,*,*,*,*,1663,1663,*,*,*,*,*,*,*
78,T,MesEne-2022,*,*,F,Lo Aguirre 500->Alto Jahuel Aux 500,*,*,*,*,*,*,*,1663,1663,*,*,*,*,*,*,*
79,T,MesEne-2022,*,*,F,Lo Aguirre 500->Tap El Rodeo 500,*,*,*,*,*,*,*,1663,1663,*,*,*,*,*,*,*
80,T,MesEne-2022,*,*,F,Tap El Rodeo 500->Alto Jahuel Aux 500,*,*,*,*,*,*,*,1663,1663,*,*,*,*,*,*,*
81,T,MesEne-2022,*,*,F,Alto Jahuel Aux 500->Alto Jahuel 500,*,*,*,*,*,*,*,1663,1663,*,*,*,*,*,*,*
82,T,MesEne-2022,*,*,F,Los Changos 500->Los Changos 220 I,*,*,*,*,*,*,*,1500,1500,*,*,*,*,*,*,*
83,T,MesEne-2022,*,*,F,Los Changos 500->Los Changos 220 II,*,*,*,*,*,*,*,750,750,*,*,*,*,*,*,*
84,T,MesEne-2022,*,*,F,Cumbre 500->Cumbre 220 I,*,*,*,*,*,*,*,750,750,*,*,*,*,*,*,*
85,T,MesEne-2023,*,*,F,Cumbre 500->Cumbre 220 II,*,*,*,*,*,*,*,750,750,*,*,*,*,*,*,*
86,T,MesEne-2023,*,*,F,Cumbre 500->Cumbre 220 III,*,*,*,*,*,*,*,750,750,*,*,*,*,*,*,*
87,T,MesJul-2018,*,*,F,Nueva Charrua 220->Nueva Charrua 500,*,*,*,*,*,*,*,750,750,*,*,*,*,*,*,*
88,T,MesJun-2024,*,*,F,Ancoa 500->Ancoa Aux 500 IV,*,*,*,*,*,*,*,3242,3242,*,*,*,*,*,*,*
89,T,*,*,*,F,Charrua 220->Charrua 500,*,*,*,*,*,*,*,2250,2250,*,*,*,*,*,*,*
90,T,MesAbr-2022,MesSep-*,1,T,Rahue Aux N 220->Rahue 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
91,T,MesAbr-2022,MesSep-*,2,T,Rahue Aux N 220->Rahue 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
92,T,MesAbr-2022,MesSep-*,3,T,Rahue Aux N 220->Rahue 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
93,T,MesAbr-2022,MesSep-*,4,T,Rahue Aux N 220->Rahue 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
94,T,MesAbr-2022,MesSep-*,10,T,Rahue Aux N 220->Rahue 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
95,T,MesAbr-2022,MesSep-*,11,T,Rahue Aux N 220->Rahue 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
96,T,MesAbr-2022,MesSep-*,12,T,Rahue Aux N 220->Rahue 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
97,T,MesAbr-2022,MesSep-*,13,T,Rahue Aux N 220->Rahue 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
98,T,MesAbr-2022,MesSep-*,14,T,Rahue Aux N 220->Rahue 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
99,T,MesAbr-2022,MesSep-*,15,T,Rahue Aux N 220->Rahue 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
100,T,MesAbr-2022,MesSep-*,16,T,Rahue Aux N 220->Rahue 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
101,T,MesAbr-2022,MesSep-*,22,T,Rahue Aux N 220->Rahue 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
102,T,MesAbr-2022,MesSep-*,23,T,Rahue Aux N 220->Rahue 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
103,T,MesAbr-2022,MesSep-*,24,T,Rahue Aux N 220->Rahue 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
104,T,MesAbr-2022,MesSep-*,1,T,Rahue 220->Rahue Aux S 220 II,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
105,T,MesAbr-2022,MesSep-*,2,T,Rahue 220->Rahue Aux S 220 II,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
106,T,MesAbr-2022,MesSep-*,3,T,Rahue 220->Rahue Aux S 220 II,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
107,T,MesAbr-2022,MesSep-*,4,T,Rahue 220->Rahue Aux S 220 II,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
108,T,MesAbr-2022,MesSep-*,10,T,Rahue 220->Rahue Aux S 220 II,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
109,T,MesAbr-2022,MesSep-*,11,T,Rahue 220->Rahue Aux S 220 II,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
110,T,MesAbr-2022,MesSep-*,12,T,Rahue 220->Rahue Aux S 220 II,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
111,T,MesAbr-2022,MesSep-*,13,T,Rahue 220->Rahue Aux S 220 II,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
112,T,MesAbr-2022,MesSep-*,14,T,Rahue 220->Rahue Aux S 220 II,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
113,T,MesAbr-2022,MesSep-*,15,T,Rahue 220->Rahue Aux S 220 II,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
114,T,MesAbr-2022,MesSep-*,16,T,Rahue 220->Rahue Aux S 220 II,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
115,T,MesAbr-2022,MesSep-*,22,T,Rahue 220->Rahue Aux S 220 II,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
116,T,MesAbr-2022,MesSep-*,23,T,Rahue 220->Rahue Aux S 220 II,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
117,T,MesAbr-2022,MesSep-*,24,T,Rahue 220->Rahue Aux S 220 II,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
118,T,MesAbr-2022,MesSep-*,1,T,Pichirropulli 220->Pichirropulli Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
119,T,MesAbr-2022,MesSep-*,2,T,Pichirropulli 220->Pichirropulli Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
120,T,MesAbr-2022,MesSep-*,3,T,Pichirropulli 220->Pichirropulli Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
121,T,MesAbr-2022,MesSep-*,4,T,Pichirropulli 220->Pichirropulli Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
122,T,MesAbr-2022,MesSep-*,10,T,Pichirropulli 220->Pichirropulli Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
123,T,MesAbr-2022,MesSep-*,11,T,Pichirropulli 220->Pichirropulli Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
124,T,MesAbr-2022,MesSep-*,12,T,Pichirropulli 220->Pichirropulli Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
125,T,MesAbr-2022,MesSep-*,13,T,Pichirropulli 220->Pichirropulli Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
126,T,MesAbr-2022,MesSep-*,14,T,Pichirropulli 220->Pichirropulli Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
127,T,MesAbr-2022,MesSep-*,15,T,Pichirropulli 220->Pichirropulli Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
128,T,MesAbr-2022,MesSep-*,16,T,Pichirropulli 220->Pichirropulli Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
129,T,MesAbr-2022,MesSep-*,22,T,Pichirropulli 220->Pichirropulli Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
130,T,MesAbr-2022,MesSep-*,23,T,Pichirropulli 220->Pichirropulli Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
131,T,MesAbr-2022,MesSep-*,24,T,Pichirropulli 220->Pichirropulli Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
132,T,MesAbr-2022,MesSep-*,1,T,Valdivia 220->Valdivia Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
133,T,MesAbr-2022,MesSep-*,2,T,Valdivia 220->Valdivia Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
134,T,MesAbr-2022,MesSep-*,3,T,Valdivia 220->Valdivia Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
135,T,MesAbr-2022,MesSep-*,4,T,Valdivia 220->Valdivia Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
136,T,MesAbr-2022,MesSep-*,10,T,Valdivia 220->Valdivia Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
137,T,MesAbr-2022,MesSep-*,11,T,Valdivia 220->Valdivia Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
138,T,MesAbr-2022,MesSep-*,12,T,Valdivia 220->Valdivia Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
139,T,MesAbr-2022,MesSep-*,13,T,Valdivia 220->Valdivia Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
140,T,MesAbr-2022,MesSep-*,14,T,Valdivia 220->Valdivia Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
141,T,MesAbr-2022,MesSep-*,15,T,Valdivia 220->Valdivia Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
142,T,MesAbr-2022,MesSep-*,16,T,Valdivia 220->Valdivia Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
143,T,MesAbr-2022,MesSep-*,22,T,Valdivia 220->Valdivia Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
144,T,MesAbr-2022,MesSep-*,23,T,Valdivia 220->Valdivia Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
145,T,MesAbr-2022,MesSep-*,24,T,Valdivia 220->Valdivia Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
146,T,MesAbr-2022,MesSep-*,1,T,Ciruelos 220->Ciruelos Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
147,T,MesAbr-2022,MesSep-*,2,T,Ciruelos 220->Ciruelos Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
148,T,MesAbr-2022,MesSep-*,3,T,Ciruelos 220->Ciruelos Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
149,T,MesAbr-2022,MesSep-*,4,T,Ciruelos 220->Ciruelos Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
150,T,MesAbr-2022,MesSep-*,10,T,Ciruelos 220->Ciruelos Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
151,T,MesAbr-2022,MesSep-*,11,T,Ciruelos 220->Ciruelos Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
152,T,MesAbr-2022,MesSep-*,12,T,Ciruelos 220->Ciruelos Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
153,T,MesAbr-2022,MesSep-*,13,T,Ciruelos 220->Ciruelos Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
154,T,MesAbr-2022,MesSep-*,14,T,Ciruelos 220->Ciruelos Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
155,T,MesAbr-2022,MesSep-*,15,T,Ciruelos 220->Ciruelos Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
156,T,MesAbr-2022,MesSep-*,16,T,Ciruelos 220->Ciruelos Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
