LinINum,LinFMan,LinFecIni,LinFecFin,LinIBlo,LinFManTip,LinNom,LinBarA,LinBarB,LinFOpe,LinPotMaxA->B,LinPotMaxB->A,LinFMax,LinFN-1,LinPotN-1A->B,LinPotN-1B->A,LinVolt,LinR,LinX,LinDisEne,LinVI,LinCOMA,LinFCC
157,T,MesAbr-2022,MesSep-*,22,T,Ciruelos 220->Ciruelos Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
158,T,MesAbr-2022,MesSep-*,23,T,Ciruelos 220->Ciruelos Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
159,T,MesAbr-2022,MesSep-*,24,T,Ciruelos 220->Ciruelos Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
160,T,MesAbr-2022,MesSep-*,1,T,Nueva Puerto Montt 220->Nueva Puerto Montt Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
161,T,MesAbr-2022,MesSep-*,2,T,Nueva Puerto Montt 220->Nueva Puerto Montt Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
162,T,MesAbr-2022,MesSep-*,3,T,Nueva Puerto Montt 220->Nueva Puerto Montt Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
163,T,MesAbr-2022,MesSep-*,4,T,Nueva Puerto Montt 220->Nueva Puerto Montt Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
164,T,MesAbr-2022,MesSep-*,10,T,Nueva Puerto Montt 220->Nueva Puerto Montt Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
165,T,MesAbr-2022,MesSep-*,11,T,Nueva Puerto Montt 220->Nueva Puerto Montt Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
166,T,MesAbr-2022,MesSep-*,12,T,Nueva Puerto Montt 220->Nueva Puerto Montt Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
167,T,MesAbr-2022,MesSep-*,13,T,Nueva Puerto Montt 220->Nueva Puerto Montt Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
168,T,MesAbr-2022,MesSep-*,14,T,Nueva Puerto Montt 220->Nueva Puerto Montt Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
169,T,MesAbr-2022,MesSep-*,15,T,Nueva Puerto Montt 220->Nueva Puerto Montt Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
170,T,MesAbr-2022,MesSep-*,16,T,Nueva Puerto Montt 220->Nueva Puerto Montt Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
171,T,MesAbr-2022,MesSep-*,22,T,Nueva Puerto Montt 220->Nueva Puerto Montt Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
172,T,MesAbr-2022,MesSep-*,23,T,Nueva Puerto Montt 220->Nueva Puerto Montt Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
173,T,MesAbr-2022,MesSep-*,24,T,Nueva Puerto Montt 220->Nueva Puerto Montt Aux S 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
174,T,MesAbr-2023,MesSep-*,1,T,Frutillar Norte Aux 220->Frutillar Norte 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
175,T,MesAbr-2023,MesSep-*,2,T,Frutillar Norte Aux 220->Frutillar Norte 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
176,T,MesAbr-2023,MesSep-*,3,T,Frutillar Norte Aux 220->Frutillar Norte 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
177,T,MesAbr-2023,MesSep-*,4,T,Frutillar Norte Aux 220->Frutillar Norte 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
178,T,MesAbr-2023,MesSep-*,10,T,Frutillar Norte Aux 220->Frutillar Norte 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
179,T,MesAbr-2023,MesSep-*,11,T,Frutillar Norte Aux 220->Frutillar Norte 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
180,T,MesAbr-2023,MesSep-*,12,T,Frutillar Norte Aux 220->Frutillar Norte 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
181,T,MesAbr-2023,MesSep-*,13,T,Frutillar Norte Aux 220->Frutillar Norte 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
182,T,MesAbr-2023,MesSep-*,14,T,Frutillar Norte Aux 220->Frutillar Norte 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
183,T,MesAbr-2023,MesSep-*,15,T,Frutillar Norte Aux 220->Frutillar Norte 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
184,T,MesAbr-2023,MesSep-*,16,T,Frutillar Norte Aux 220->Frutillar Norte 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
185,T,MesAbr-2023,MesSep-*,22,T,Frutillar Norte Aux 220->Frutillar Norte 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
186,T,MesAbr-2023,MesSep-*,23,T,Frutillar Norte Aux 220->Frutillar Norte 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
187,T,MesAbr-2023,MesSep-*,24,T,Frutillar Norte Aux 220->Frutillar Norte 220,*,*,*,*,*,*,*,189.5,189.5,*,*,*,*,*,*,*
188,T,MesAbr-2022,MesSep-*,1,T,Mulchen 220 Aux->Mulchen 220,*,*,*,*,*,*,*,670.6500727,670.6500727,*,*,*,*,*,*,*
189,T,MesAbr-2022,MesSep-*,2,T,Mulchen 220 Aux->Mulchen 220,*,*,*,*,*,*,*,670.6500727,670.6500727,*,*,*,*,*,*,*
190,T,MesAbr-2022,MesSep-*,3,T,Mulchen 220 Aux->Mulchen 220,*,*,*,*,*,*,*,670.6500727,670.6500727,*,*,*,*,*,*,*
191,T,MesAbr-2022,MesSep-*,4,T,Mulchen 220 Aux->Mulchen 220,*,*,*,*,*,*,*,670.6500727,670.6500727,*,*,*,*,*,*,*
192,T,MesAbr-2022,MesSep-*,10,T,Mulchen 220 Aux->Mulchen 220,*,*,*,*,*,*,*,670.6500727,670.6500727,*,*,*,*,*,*,*
193,T,MesAbr-2022,MesSep-*,11,T,Mulchen 220 Aux->Mulchen 220,*,*,*,*,*,*,*,670.6500727,670.6500727,*,*,*,*,*,*,*
194,T,MesAbr-2022,MesSep-*,12,T,Mulchen 220 Aux->Mulchen 220,*,*,*,*,*,*,*,670.6500727,670.6500727,*,*,*,*,*,*,*
195,T,MesAbr-2022,MesSep-*,13,T,Mulchen 220 Aux->Mulchen 220,*,*,*,*,*,*,*,670.6500727,670.6500727,*,*,*,*,*,*,*
196,T,MesAbr-2022,MesSep-*,14,T,Mulchen 220 Aux->Mulchen 220,*,*,*,*,*,*,*,670.6500727,670.6500727,*,*,*,*,*,*,*
197,T,MesAbr-2022,MesSep-*,15,T,Mulchen 220 Aux->Mulchen 220,*,*,*,*,*,*,*,670.6500727,670.6500727,*,*,*,*,*,*,*
198,T,MesAbr-2022,MesSep-*,16,T,Mulchen 220 Aux->Mulchen 220,*,*,*,*,*,*,*,670.6500727,670.6500727,*,*,*,*,*,*,*
199,T,MesAbr-2022,MesSep-*,22,T,Mulchen 220 Aux->Mulchen 220,*,*,*,*,*,*,*,670.6500727,670.6500727,*,*,*,*,*,*,*
200,T,MesAbr-2022,MesSep-*,23,T,Mulchen 220 Aux->Mulchen 220,*,*,*,*,*,*,*,670.6500727,670.6500727,*,*,*,*,*,*,*
201,T,MesAbr-2022,MesSep-*,24,T,Mulchen 220 Aux->Mulchen 220,*,*,*,*,*,*,*,670.6500727,670.6500727,*,*,*,*,*,*,*
202,T,MesAbr-2022,MesSep-*,1,T,Don Goyo 220 Aux->Don Goyo 220 I,*,*,*,*,*,*,*,*,282.3589226,*,*,*,*,*,*,*
203,T,MesAbr-2022,MesSep-*,2,T,Don Goyo 220 Aux->Don Goyo 220 I,*,*,*,*,*,*,*,*,282.3589226,*,*,*,*,*,*,*
204,T,MesAbr-2022,MesSep-*,3,T,Don Goyo 220 Aux->Don Goyo 220 I,*,*,*,*,*,*,*,*,282.3589226,*,*,*,*,*,*,*
205,T,MesAbr-2022,MesSep-*,4,T,Don Goyo 220 Aux->Don Goyo 220 I,*,*,*,*,*,*,*,*,282.3589226,*,*,*,*,*,*,*
206,T,MesAbr-2022,MesSep-*,10,T,Don Goyo 220 Aux->Don Goyo 220 I,*,*,*,*,*,*,*,*,282.3589226,*,*,*,*,*,*,*
207,T,MesAbr-2022,MesSep-*,11,T,Don Goyo 220 Aux->Don Goyo 220 I,*,*,*,*,*,*,*,*,282.3589226,*,*,*,*,*,*,*
208,T,MesAbr-2022,MesSep-*,12,T,Don Goyo 220 Aux->Don Goyo 220 I,*,*,*,*,*,*,*,*,282.3589226,*,*,*,*,*,*,*
209,T,MesAbr-2022,MesSep-*,13,T,Don Goyo 220 Aux->Don Goyo 220 I,*,*,*,*,*,*,*,*,282.3589226,*,*,*,*,*,*,*
210,T,MesAbr-2022,MesSep-*,14,T,Don Goyo 220 Aux->Don Goyo 220 I,*,*,*,*,*,*,*,*,282.3589226,*,*,*,*,*,*,*
211,T,MesAbr-2022,MesSep-*,15,T,Don Goyo 220 Aux->Don Goyo 220 I,*,*,*,*,*,*,*,*,282.3589226,*,*,*,*,*,*,*
212,T,MesAbr-2022,MesSep-*,16,T,Don Goyo 220 Aux->Don Goyo 220 I,*,*,*,*,*,*,*,*,282.3589226,*,*,*,*,*,*,*
213,T,MesAbr-2022,MesSep-*,22,T,Don Goyo 220 Aux->Don Goyo 220 I,*,*,*,*,*,*,*,*,282.3589226,*,*,*,*,*,*,*
214,T,MesAbr-2022,MesSep-*,23,T,Don Goyo 220 Aux->Don Goyo 220 I,*,*,*,*,*,*,*,*,282.3589226,*,*,*,*,*,*,*
215,T,MesAbr-2022,MesSep-*,24,T,Don Goyo 220 Aux->Don Goyo 220 I,*,*,*,*,*,*,*,*,282.3589226,*,*,*,*,*,*,*
216,T,MesAbr-2022,MesSep-*,1,T,Los Peumos 220->Temuco 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
217,T,MesAbr-2022,MesSep-*,2,T,Los Peumos 220->Temuco 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
218,T,MesAbr-2022,MesSep-*,3,T,Los Peumos 220->Temuco 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
219,T,MesAbr-2022,MesSep-*,4,T,Los Peumos 220->Temuco 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
220,T,MesAbr-2022,MesSep-*,10,T,Los Peumos 220->Temuco 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
221,T,MesAbr-2022,MesSep-*,11,T,Los Peumos 220->Temuco 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
222,T,MesAbr-2022,MesSep-*,12,T,Los Peumos 220->Temuco 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
223,T,MesAbr-2022,MesSep-*,13,T,Los Peumos 220->Temuco 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
224,T,MesAbr-2022,MesSep-*,14,T,Los Peumos 220->Temuco 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
225,T,MesAbr-2022,MesSep-*,15,T,Los Peumos 220->Temuco 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
226,T,MesAbr-2022,MesSep-*,16,T,Los Peumos 220->Temuco 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
227,T,MesAbr-2022,MesSep-*,22,T,Los Peumos 220->Temuco 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
228,T,MesAbr-2022,MesSep-*,23,T,Los Peumos 220->Temuco 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
229,T,MesAbr-2022,MesSep-*,24,T,Los Peumos 220->Temuco 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
230,T,MesAbr-2022,MesSep-*,1,T,Tap Bureo 220->Los Peumos 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
231,T,MesAbr-2022,MesSep-*,2,T,Tap Bureo 220->Los Peumos 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
232,T,MesAbr-2022,MesSep-*,3,T,Tap Bureo 220->Los Peumos 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
233,T,MesAbr-2022,MesSep-*,4,T,Tap Bureo 220->Los Peumos 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
234,T,MesAbr-2022,MesSep-*,10,T,Tap Bureo 220->Los Peumos 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
235,T,MesAbr-2022,MesSep-*,11,T,Tap Bureo 220->Los Peumos 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
236,T,MesAbr-2022,MesSep-*,12,T,Tap Bureo 220->Los Peumos 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
237,T,MesAbr-2022,MesSep-*,13,T,Tap Bureo 220->Los Peumos 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
238,T,MesAbr-2022,MesSep-*,14,T,Tap Bureo 220->Los Peumos 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
239,T,MesAbr-2022,MesSep-*,15,T,Tap Bureo 220->Los Peumos 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
240,T,MesAbr-2022,MesSep-*,16,T,Tap Bureo 220->Los Peumos 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
241,T,MesAbr-2022,MesSep-*,22,T,Tap Bureo 220->Los Peumos 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
242,T,MesAbr-2022,MesSep-*,23,T,Tap Bureo 220->Los Peumos 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
243,T,MesAbr-2022,MesSep-*,24,T,Tap Bureo 220->Los Peumos 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
244,T,MesAbr-2022,MesSep-*,1,T,Duqueco 220->Tap Bureo 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
245,T,MesAbr-2022,MesSep-*,2,T,Duqueco 220->Tap Bureo 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
246,T,MesAbr-2022,MesSep-*,3,T,Duqueco 220->Tap Bureo 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
247,T,MesAbr-2022,MesSep-*,4,T,Duqueco 220->Tap Bureo 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
248,T,MesAbr-2022,MesSep-*,10,T,Duqueco 220->Tap Bureo 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
249,T,MesAbr-2022,MesSep-*,11,T,Duqueco 220->Tap Bureo 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
250,T,MesAbr-2022,MesSep-*,12,T,Duqueco 220->Tap Bureo 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
251,T,MesAbr-2022,MesSep-*,13,T,Duqueco 220->Tap Bureo 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
252,T,MesAbr-2022,MesSep-*,14,T,Duqueco 220->Tap Bureo 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
253,T,MesAbr-2022,MesSep-*,15,T,Duqueco 220->Tap Bureo 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
254,T,MesAbr-2022,MesSep-*,16,T,Duqueco 220->Tap Bureo 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
255,T,MesAbr-2022,MesSep-*,22,T,Duqueco 220->Tap Bureo 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
256,T,MesAbr-2022,MesSep-*,23,T,Duqueco 220->Tap Bureo 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
257,T,MesAbr-2022,MesSep-*,24,T,Duqueco 220->Tap Bureo 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
258,T,MesAbr-2022,MesSep-*,1,T,Los Varones 220->Duqueco 220 I,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
259,T,MesAbr-2022,MesSep-*,2,T,Los Varones 220->Duqueco 220 I,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
260,T,MesAbr-2022,MesSep-*,3,T,Los Varones 220->Duqueco 220 I,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
261,T,MesAbr-2022,MesSep-*,4,T,Los Varones 220->Duqueco 220 I,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
262,T,MesAbr-2022,MesSep-*,10,T,Los Varones 220->Duqueco 220 I,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
263,T,MesAbr-2022,MesSep-*,11,T,Los Varones 220->Duqueco 220 I,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
264,T,MesAbr-2022,MesSep-*,12,T,Los Varones 220->Duqueco 220 I,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
265,T,MesAbr-2022,MesSep-*,13,T,Los Varones 220->Duqueco 220 I,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
266,T,MesAbr-2022,MesSep-*,14,T,Los Varones 220->Duqueco 220 I,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
267,T,MesAbr-2022,MesSep-*,15,T,Los Varones 220->Duqueco 220 I,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
268,T,MesAbr-2022,MesSep-*,16,T,Los Varones 220->Duqueco 220 I,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
269,T,MesAbr-2022,MesSep-*,22,T,Los Varones 220->Duqueco 220 I,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
270,T,MesAbr-2022,MesSep-*,23,T,Los Varones 220->Duqueco 220 I,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
271,T,MesAbr-2022,MesSep-*,24,T,Los Varones 220->Duqueco 220 I,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
272,T,MesAbr-2022,MesSep-*,1,T,El Rosal 220->Los Varones 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
273,T,MesAbr-2022,MesSep-*,2,T,El Rosal 220->Los Varones 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
274,T,MesAbr-2022,MesSep-*,3,T,El Rosal 220->Los Varones 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
275,T,MesAbr-2022,MesSep-*,4,T,El Rosal 220->Los Varones 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
276,T,MesAbr-2022,MesSep-*,10,T,El Rosal 220->Los Varones 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
277,T,MesAbr-2022,MesSep-*,11,T,El Rosal 220->Los Varones 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
278,T,MesAbr-2022,MesSep-*,12,T,El Rosal 220->Los Varones 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
279,T,MesAbr-2022,MesSep-*,13,T,El Rosal 220->Los Varones 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
280,T,MesAbr-2022,MesSep-*,14,T,El Rosal 220->Los Varones 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
281,T,MesAbr-2022,MesSep-*,15,T,El Rosal 220->Los Varones 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
282,T,MesAbr-2022,MesSep-*,16,T,El Rosal 220->Los Varones 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
283,T,MesAbr-2022,MesSep-*,22,T,El Rosal 220->Los Varones 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
284,T,MesAbr-2022,MesSep-*,23,T,El Rosal 220->Los Varones 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
285,T,MesAbr-2022,MesSep-*,24,T,El Rosal 220->Los Varones 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
286,T,MesAbr-2022,MesSep-*,1,T,Charrua 220->El Rosal 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
287,T,MesAbr-2022,MesSep-*,2,T,Charrua 220->El Rosal 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
288,T,MesAbr-2022,MesSep-*,3,T,Charrua 220->El Rosal 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
289,T,MesAbr-2022,MesSep-*,4,T,Charrua 220->El Rosal 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
290,T,MesAbr-2022,MesSep-*,10,T,Charrua 220->El Rosal 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
291,T,MesAbr-2022,MesSep-*,11,T,Charrua 220->El Rosal 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
292,T,MesAbr-2022,MesSep-*,12,T,Charrua 220->El Rosal 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
293,T,MesAbr-2022,MesSep-*,13,T,Charrua 220->El Rosal 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
294,T,MesAbr-2022,MesSep-*,14,T,Charrua 220->El Rosal 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
295,T,MesAbr-2022,MesSep-*,15,T,Charrua 220->El Rosal 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
296,T,MesAbr-2022,MesSep-*,16,T,Charrua 220->El Rosal 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
