LinINum,LinFMan,LinFecIni,LinFecFin,LinIBlo,LinFManTip,LinNom,LinBarA,LinBarB,LinFOpe,LinPotMaxA->B,LinPotMaxB->A,LinFMax,LinFN-1,LinPotN-1A->B,LinPotN-1B->A,LinVolt,LinR,LinX,LinDisEne,LinVI,LinCOMA,LinFCC
297,T,MesAbr-2022,MesSep-*,22,T,Charrua 220->El Rosal 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
298,T,MesAbr-2022,MesSep-*,23,T,Charrua 220->El Rosal 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
299,T,MesAbr-2022,MesSep-*,24,T,Charrua 220->El Rosal 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
300,T,MesEne-2026,MesMar-*,*,T,Valdivia 220->Valdivia Aux S 220,*,*,*,*,*,*,*,165,165,*,*,*,*,*,*,*
301,T,MesOct-2026,MesDic-*,*,T,Valdivia 220->Valdivia Aux S 220,*,*,*,*,*,*,*,165,165,*,*,*,*,*,*,*
302,T,MesAbr-2026,MesSep-*,5,T,Valdivia 220->Valdivia Aux S 220,*,*,*,*,*,*,*,165,165,*,*,*,*,*,*,*
303,T,MesAbr-2026,MesSep-*,6,T,Valdivia 220->Valdivia Aux S 220,*,*,*,*,*,*,*,165,165,*,*,*,*,*,*,*
304,T,MesAbr-2026,MesSep-*,7,T,Valdivia 220->Valdivia Aux S 220,*,*,*,*,*,*,*,165,165,*,*,*,*,*,*,*
305,T,MesAbr-2026,MesSep-*,8,T,Valdivia 220->Valdivia Aux S 220,*,*,*,*,*,*,*,165,165,*,*,*,*,*,*,*
306,T,MesAbr-2026,MesSep-*,9,T,Valdivia 220->Valdivia Aux S 220,*,*,*,*,*,*,*,165,165,*,*,*,*,*,*,*
307,T,MesAbr-2026,MesSep-*,17,T,Valdivia 220->Valdivia Aux S 220,*,*,*,*,*,*,*,165,165,*,*,*,*,*,*,*
308,T,MesAbr-2026,MesSep-*,18,T,Valdivia 220->Valdivia Aux S 220,*,*,*,*,*,*,*,165,165,*,*,*,*,*,*,*
309,T,MesAbr-2026,MesSep-*,19,T,Valdivia 220->Valdivia Aux S 220,*,*,*,*,*,*,*,165,165,*,*,*,*,*,*,*
310,T,MesAbr-2026,MesSep-*,20,T,Valdivia 220->Valdivia Aux S 220,*,*,*,*,*,*,*,165,165,*,*,*,*,*,*,*
311,T,MesAbr-2026,MesSep-*,21,T,Valdivia 220->Valdivia Aux S 220,*,*,*,*,*,*,*,165,165,*,*,*,*,*,*,*
312,T,MesEne-2026,MesMar-*,*,T,Ciruelos 220->Ciruelos Aux S 220,*,*,*,*,*,*,*,165,165,*,*,*,*,*,*,*
313,T,MesOct-2026,MesDic-*,*,T,Ciruelos 220->Ciruelos Aux S 220,*,*,*,*,*,*,*,165,165,*,*,*,*,*,*,*
314,T,MesAbr-2026,MesSep-*,5,T,Ciruelos 220->Ciruelos Aux S 220,*,*,*,*,*,*,*,165,165,*,*,*,*,*,*,*
315,T,MesAbr-2026,MesSep-*,6,T,Ciruelos 220->Ciruelos Aux S 220,*,*,*,*,*,*,*,165,165,*,*,*,*,*,*,*
316,T,MesAbr-2026,MesSep-*,7,T,Ciruelos 220->Ciruelos Aux S 220,*,*,*,*,*,*,*,165,165,*,*,*,*,*,*,*
317,T,MesAbr-2026,MesSep-*,8,T,Ciruelos 220->Ciruelos Aux S 220,*,*,*,*,*,*,*,165,165,*,*,*,*,*,*,*
318,T,MesAbr-2026,MesSep-*,9,T,Ciruelos 220->Ciruelos Aux S 220,*,*,*,*,*,*,*,165,165,*,*,*,*,*,*,*
319,T,MesAbr-2026,MesSep-*,17,T,Ciruelos 220->Ciruelos Aux S 220,*,*,*,*,*,*,*,165,165,*,*,*,*,*,*,*
320,T,MesAbr-2026,MesSep-*,18,T,Ciruelos 220->Ciruelos Aux S 220,*,*,*,*,*,*,*,165,165,*,*,*,*,*,*,*
321,T,MesAbr-2026,MesSep-*,19,T,Ciruelos 220->Ciruelos Aux S 220,*,*,*,*,*,*,*,165,165,*,*,*,*,*,*,*
322,T,MesAbr-2026,MesSep-*,20,T,Ciruelos 220->Ciruelos Aux S 220,*,*,*,*,*,*,*,165,165,*,*,*,*,*,*,*
323,T,MesAbr-2026,MesSep-*,21,T,Ciruelos 220->Ciruelos Aux S 220,*,*,*,*,*,*,*,165,165,*,*,*,*,*,*,*
324,T,MesAbr-2022,MesSep-*,1,T,Temuco 220->Temuco Aux 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
325,T,MesAbr-2022,MesSep-*,2,T,Temuco 220->Temuco Aux 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
326,T,MesAbr-2022,MesSep-*,3,T,Temuco 220->Temuco Aux 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
327,T,MesAbr-2022,MesSep-*,4,T,Temuco 220->Temuco Aux 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
328,T,MesAbr-2022,MesSep-*,10,T,Temuco 220->Temuco Aux 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
329,T,MesAbr-2022,MesSep-*,11,T,Temuco 220->Temuco Aux 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
330,T,MesAbr-2022,MesSep-*,12,T,Temuco 220->Temuco Aux 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
331,T,MesAbr-2022,MesSep-*,13,T,Temuco 220->Temuco Aux 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
332,T,MesAbr-2022,MesSep-*,14,T,Temuco 220->Temuco Aux 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
333,T,MesAbr-2022,MesSep-*,15,T,Temuco 220->Temuco Aux 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
334,T,MesAbr-2022,MesSep-*,16,T,Temuco 220->Temuco Aux 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
335,T,MesAbr-2022,MesSep-*,22,T,Temuco 220->Temuco Aux 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
336,T,MesAbr-2022,MesSep-*,23,T,Temuco 220->Temuco Aux 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
337,T,MesAbr-2022,MesSep-*,24,T,Temuco 220->Temuco Aux 220,*,*,*,*,*,*,*,332.8108294,332.8108294,*,*,*,*,*,*,*
338,T,MesAbr-2022,MesSep-2027,1,T,Sauzal 154->Tap M V Central 154,*,*,*,*,*,*,*,120,120,*,*,*,*,*,*,*
339,T,MesAbr-2022,MesSep-2027,2,T,Sauzal 154->Tap M V Central 154,*,*,*,*,*,*,*,120,120,*,*,*,*,*,*,*
340,T,MesAbr-2022,MesSep-2027,3,T,Sauzal 154->Tap M V Central 154,*,*,*,*,*,*,*,120,120,*,*,*,*,*,*,*
341,T,MesAbr-2022,MesSep-2027,4,T,Sauzal 154->Tap M V Central 154,*,*,*,*,*,*,*,120,120,*,*,*,*,*,*,*
342,T,MesAbr-2022,MesSep-2027,10,T,Sauzal 154->Tap M V Central 154,*,*,*,*,*,*,*,120,120,*,*,*,*,*,*,*
343,T,MesAbr-2022,MesSep-2027,11,T,Sauzal 154->Tap M V Central 154,*,*,*,*,*,*,*,120,120,*,*,*,*,*,*,*
344,T,MesAbr-2022,MesSep-2027,12,T,Sauzal 154->Tap M V Central 154,*,*,*,*,*,*,*,120,120,*,*,*,*,*,*,*
345,T,MesAbr-2022,MesSep-2027,13,T,Sauzal 154->Tap M V Central 154,*,*,*,*,*,*,*,120,120,*,*,*,*,*,*,*
346,T,MesAbr-2022,MesSep-2027,14,T,Sauzal 154->Tap M V Central 154,*,*,*,*,*,*,*,120,120,*,*,*,*,*,*,*
347,T,MesAbr-2022,MesSep-2027,15,T,Sauzal 154->Tap M V Central 154,*,*,*,*,*,*,*,120,120,*,*,*,*,*,*,*
348,T,MesAbr-2022,MesSep-2027,16,T,Sauzal 154->Tap M V Central 154,*,*,*,*,*,*,*,120,120,*,*,*,*,*,*,*
349,T,MesAbr-2022,MesSep-2027,22,T,Sauzal 154->Tap M V Central 154,*,*,*,*,*,*,*,120,120,*,*,*,*,*,*,*
350,T,MesAbr-2022,MesSep-2027,23,T,Sauzal 154->Tap M V Central 154,*,*,*,*,*,*,*,120,120,*,*,*,*,*,*,*
351,T,MesAbr-2022,MesSep-2027,24,T,Sauzal 154->Tap M V Central 154,*,*,*,*,*,*,*,120,120,*,*,*,*,*,*,*
352,T,MesAbr-2022,MesSep-*,1,T,Rancagua 154->Tap M V Central 154,*,*,*,*,*,*,*,120,120,*,*,*,*,*,*,*
353,T,MesAbr-2022,MesSep-*,2,T,Rancagua 154->Tap M V Central 154,*,*,*,*,*,*,*,120,120,*,*,*,*,*,*,*
354,T,MesAbr-2022,MesSep-*,3,T,Rancagua 154->Tap M V Central 154,*,*,*,*,*,*,*,120,120,*,*,*,*,*,*,*
355,T,MesAbr-2022,MesSep-*,4,T,Rancagua 154->Tap M V Central 154,*,*,*,*,*,*,*,120,120,*,*,*,*,*,*,*
356,T,MesAbr-2022,MesSep-*,10,T,Rancagua 154->Tap M V Central 154,*,*,*,*,*,*,*,120,120,*,*,*,*,*,*,*
357,T,MesAbr-2022,MesSep-*,11,T,Rancagua 154->Tap M V Central 154,*,*,*,*,*,*,*,120,120,*,*,*,*,*,*,*
358,T,MesAbr-2022,MesSep-*,12,T,Rancagua 154->Tap M V Central 154,*,*,*,*,*,*,*,120,120,*,*,*,*,*,*,*
359,T,MesAbr-2022,MesSep-*,13,T,Rancagua 154->Tap M V Central 154,*,*,*,*,*,*,*,120,120,*,*,*,*,*,*,*
360,T,MesAbr-2022,MesSep-*,14,T,Rancagua 154->Tap M V Central 154,*,*,*,*,*,*,*,120,120,*,*,*,*,*,*,*
361,T,MesAbr-2022,MesSep-*,15,T,Rancagua 154->Tap M V Central 154,*,*,*,*,*,*,*,120,120,*,*,*,*,*,*,*
362,T,MesAbr-2022,MesSep-*,16,T,Rancagua 154->Tap M V Central 154,*,*,*,*,*,*,*,120,120,*,*,*,*,*,*,*
363,T,MesAbr-2022,MesSep-*,22,T,Rancagua 154->Tap M V Central 154,*,*,*,*,*,*,*,120,120,*,*,*,*,*,*,*
364,T,MesAbr-2022,MesSep-*,23,T,Rancagua 154->Tap M V Central 154,*,*,*,*,*,*,*,120,120,*,*,*,*,*,*,*
365,T,MesAbr-2022,MesSep-*,24,T,Rancagua 154->Tap M V Central 154,*,*,*,*,*,*,*,120,120,*,*,*,*,*,*,*
366,T,MesAbr-2024,MesSep-*,1,T,Rapel Aux 220->Rapel 220 II,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
367,T,MesAbr-2024,MesSep-*,2,T,Rapel Aux 220->Rapel 220 II,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
368,T,MesAbr-2024,MesSep-*,3,T,Rapel Aux 220->Rapel 220 II,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
369,T,MesAbr-2024,MesSep-*,4,T,Rapel Aux 220->Rapel 220 II,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
370,T,MesAbr-2024,MesSep-*,10,T,Rapel Aux 220->Rapel 220 II,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
371,T,MesAbr-2024,MesSep-*,11,T,Rapel Aux 220->Rapel 220 II,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
372,T,MesAbr-2024,MesSep-*,12,T,Rapel Aux 220->Rapel 220 II,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
373,T,MesAbr-2024,MesSep-*,13,T,Rapel Aux 220->Rapel 220 II,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
374,T,MesAbr-2024,MesSep-*,14,T,Rapel Aux 220->Rapel 220 II,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
375,T,MesAbr-2024,MesSep-*,15,T,Rapel Aux 220->Rapel 220 II,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
376,T,MesAbr-2024,MesSep-*,16,T,Rapel Aux 220->Rapel 220 II,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
377,T,MesAbr-2024,MesSep-*,22,T,Rapel Aux 220->Rapel 220 II,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
378,T,MesAbr-2024,MesSep-*,23,T,Rapel Aux 220->Rapel 220 II,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
379,T,MesAbr-2024,MesSep-*,24,T,Rapel Aux 220->Rapel 220 II,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
380,T,MesAbr-2024,MesSep-*,1,T,Loica 220->Loica Aux 220 I,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
381,T,MesAbr-2024,MesSep-*,2,T,Loica 220->Loica Aux 220 I,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
382,T,MesAbr-2024,MesSep-*,3,T,Loica 220->Loica Aux 220 I,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
383,T,MesAbr-2024,MesSep-*,4,T,Loica 220->Loica Aux 220 I,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
384,T,MesAbr-2024,MesSep-*,10,T,Loica 220->Loica Aux 220 I,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
385,T,MesAbr-2024,MesSep-*,11,T,Loica 220->Loica Aux 220 I,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
386,T,MesAbr-2024,MesSep-*,12,T,Loica 220->Loica Aux 220 I,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
387,T,MesAbr-2024,MesSep-*,13,T,Loica 220->Loica Aux 220 I,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
388,T,MesAbr-2024,MesSep-*,14,T,Loica 220->Loica Aux 220 I,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
389,T,MesAbr-2024,MesSep-*,15,T,Loica 220->Loica Aux 220 I,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
390,T,MesAbr-2024,MesSep-*,16,T,Loica 220->Loica Aux 220 I,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
391,T,MesAbr-2024,MesSep-*,22,T,Loica 220->Loica Aux 220 I,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
392,T,MesAbr-2024,MesSep-*,23,T,Loica 220->Loica Aux 220 I,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
393,T,MesAbr-2024,MesSep-*,24,T,Loica 220->Loica Aux 220 I,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
394,T,MesAbr-2024,MesSep-*,1,T,Tap Alto Melipilla Aux 220->Tap Alto Melipilla 220 II,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
395,T,MesAbr-2024,MesSep-*,2,T,Tap Alto Melipilla Aux 220->Tap Alto Melipilla 220 II,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
396,T,MesAbr-2024,MesSep-*,3,T,Tap Alto Melipilla Aux 220->Tap Alto Melipilla 220 II,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
397,T,MesAbr-2024,MesSep-*,4,T,Tap Alto Melipilla Aux 220->Tap Alto Melipilla 220 II,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
398,T,MesAbr-2024,MesSep-*,10,T,Tap Alto Melipilla Aux 220->Tap Alto Melipilla 220 II,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
399,T,MesAbr-2024,MesSep-*,11,T,Tap Alto Melipilla Aux 220->Tap Alto Melipilla 220 II,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
400,T,MesAbr-2024,MesSep-*,12,T,Tap Alto Melipilla Aux 220->Tap Alto Melipilla 220 II,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
401,T,MesAbr-2024,MesSep-*,13,T,Tap Alto Melipilla Aux 220->Tap Alto Melipilla 220 II,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
402,T,MesAbr-2024,MesSep-*,14,T,Tap Alto Melipilla Aux 220->Tap Alto Melipilla 220 II,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
403,T,MesAbr-2024,MesSep-*,15,T,Tap Alto Melipilla Aux 220->Tap Alto Melipilla 220 II,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
404,T,MesAbr-2024,MesSep-*,16,T,Tap Alto Melipilla Aux 220->Tap Alto Melipilla 220 II,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
405,T,MesAbr-2024,MesSep-*,22,T,Tap Alto Melipilla Aux 220->Tap Alto Melipilla 220 II,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
406,T,MesAbr-2024,MesSep-*,23,T,Tap Alto Melipilla Aux 220->Tap Alto Melipilla 220 II,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
407,T,MesAbr-2024,MesSep-*,24,T,Tap Alto Melipilla Aux 220->Tap Alto Melipilla 220 II,*,*,*,*,*,*,*,421.06,421.06,*,*,*,*,*,*,*
408,T,MesEne-2022,*,*,F,SUEZ_Los Changos 220->Kapatur 220 I,*,*,*,*,*,*,*,872,872,*,*,*,*,*,*,*
409,T,MesEne-2022,*,*,F,SUEZ_Los Changos 220->Kapatur 220 II,*,*,*,*,*,*,*,872,872,*,*,*,*,*,*,*
410,T,MesEne-2022,*,*,F,Los Changos 500->Kimal 500 I,*,*,*,*,*,*,*,1187.5,1187.5,*,*,*,*,*,*,*
411,T,MesEne-2022,*,*,F,Los Changos 500->Kimal 500 II,*,*,*,*,*,*,*,1187.5,1187.5,*,*,*,*,*,*,*
412,T,MesEne-2022,*,*,F,Kimal Aux 2 220->Maria Elena 220 I,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
413,T,MesEne-2022,*,*,F,Kimal Aux 2 220->Maria Elena 220 II,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
414,T,MesEne-2022,*,*,F,Maria Elena Aux 220->Frontera Aux 2 220 I,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
415,T,MesEne-2022,*,*,F,Maria Elena Aux 220->Frontera Aux 2 220 II,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
416,T,MesEne-2022,*,*,F,Frontera Aux 220->Lagunas Aux 3 220,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
417,T,MesEne-2022,*,*,F,Frontera Aux 220->San Simon 220,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
418,T,MesEne-2022,*,*,F,San Simon 220->Nueva Victoria 220,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
419,T,MesEne-2022,*,*,F,Nueva Victoria 220->Lagunas Aux 3 220,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
420,T,MesEne-2022,*,*,F,Lagunas Aux 3 220->Lagunas 220,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
421,T,MesEne-2022,*,*,F,Lagunas Aux 4 220->Collahuasi 220 I,*,*,*,*,*,F,F,*,*,*,*,*,*,*,*,*
422,T,MesEne-2022,*,*,F,Lagunas Aux 4 220->Collahuasi 220 II,*,*,*,*,*,F,F,*,*,*,*,*,*,*,*,*
423,T,MesEne-2022,*,*,F,Encuentro Aux 2 220->Collahuasi 2 220 I,*,*,*,*,*,F,F,*,*,*,*,*,*,*,*,*
424,T,MesEne-2022,*,*,F,(Ei) Encuentro 220->Collahuasi 2 220 II,*,*,*,*,*,F,F,*,*,*,*,*,*,*,*,*
425,T,MesEne-2022,*,*,F,Collahuasi 220->Collahuasi 2 220,*,*,*,*,*,F,F,*,*,*,*,*,*,*,*,*
426,T,MesEne-2022,*,*,F,Lagunas 220->Lagunas Aux 4 220,*,*,*,*,*,F,F,*,*,*,*,*,*,*,*,*
427,T,MesEne-2022,*,*,F,Encuentro Aux 2 220->(Ei) Encuentro 220 II,*,*,*,*,*,F,F,*,*,*,*,*,*,*,*,*
428,T,MesEne-2022,*,*,F,Encuentro 220->Encuentro Aux 2 220,*,*,*,*,*,F,F,*,*,*,*,*,*,*,*,*
429,T,MesEne-2022,*,*,F,Encuentro 220->Ana Maria Aux 220 I,*,*,*,358.7253892,*,*,*,358.7253892,*,*,*,*,*,*,*,*
430,T,MesEne-2022,*,*,F,Encuentro 220->Ana Maria Aux 220 II,*,*,*,358.7253892,*,*,*,358.7253892,*,*,*,*,*,*,*,*
431,T,MesEne-2022,*,*,F,Ana Maria Aux 220->Ana Maria 220,*,*,*,717.4507783,*,*,*,358.7253892,*,*,*,*,*,*,*,*
432,T,MesEne-2022,*,*,F,Ana Maria 220->Lagunas Aux 220 I,*,*,*,358.7253892,*,*,*,358.7253892,*,*,*,*,*,*,*,*
433,T,MesEne-2022,*,*,F,Ana Maria 220->Lagunas Aux 220 II,*,*,*,358.7253892,*,*,*,358.7253892,*,*,*,*,*,*,*,*
434,T,MesEne-2022,*,*,F,Lagunas 220->Lagunas Aux 220,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
435,T,MesEne-2022,*,*,F,Bombeo Quebrada Blanca Fase 2 Aux 220->Lagunas 220 I,*,*,*,*,296.7,*,*,*,296.7,*,*,*,*,*,*,*
436,T,MesEne-2022,*,*,F,Bombeo Quebrada Blanca Fase 2 Aux 220->Lagunas 220 II,*,*,*,*,296.7,*,*,*,296.7,*,*,*,*,*,*,*
437,T,MesEne-2022,*,*,F,Tarapaca Aux 220->Bombeo Quebrada Blanca Fase 2 220 I,*,*,*,*,296.7,*,*,*,296.7,*,*,*,*,*,*,*
438,T,MesEne-2022,*,*,F,Tarapaca Aux 220->Bombeo Quebrada Blanca Fase 2 220 II,*,*,*,*,296.7,*,*,*,296.7,*,*,*,*,*,*,*
439,T,MesEne-2022,*,*,F,Bombeo Quebrada Blanca Fase 2 220->Bombeo Quebrada Blanca Fase 2 Aux 220,*,*,*,*,296.7,*,*,*,296.7,*,*,*,*,*,*,*
440,T,MesEne-2022,*,*,F,Tarapaca 220->Tarapaca Aux 220,*,*,*,*,296.7,*,*,*,296.7,*,*,*,*,*,*,*
441,T,MesEne-2022,*,*,F,Tarapaca 220->Patache Aux 220 I,*,*,*,215,*,*,*,215,*,*,*,*,*,*,*,*
442,T,MesEne-2022,*,*,F,Tarapaca 220->Patache Aux 220 II,*,*,*,215,*,*,*,215,*,*,*,*,*,*,*,*
443,T,MesEne-2022,*,*,F,Patache Aux 220->Patache 220,*,*,*,215,*,*,*,215,*,*,*,*,*,*,*,*
444,T,MesEne-2022,*,*,F,Patache 220->Condores Aux 220,*,*,*,215,*,*,*,215,*,*,*,*,*,*,*,*
445,T,MesEne-2022,*,*,F,Condores 220->Parinacota Aux 220,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
446,T,MesEne-2022,*,*,F,Condores Aux 220->Condores 220,*,*,*,215,*,*,*,215,*,*,*,*,*,*,*,*
447,T,MesFeb-2022,*,*,F,Condores Aux 2 220->Condores 220,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
448,T,MesJul-2024,*,*,F,Condores 220->Alto de Ramirez 220,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
449,T,MesFeb-2022,*,*,F,Nueva Pozo Almonte 220->Condores Aux 2 220,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
